ID,Is_Lead
VBENBARO,0.005135505179513656
CCMEWNKY,0.9315972570913523
VK3KGA9M,0.0013295325915154254
TT8RPZVC,0.0006416922825317181
SHQZEYTZ,0.0032647767226636334
MZZAQMPT,0.5138253231166515
Y88TW36I,0.15880106751704776
3UGOAQNU,0.0005412659665589567
VVUKMUJT,0.9628294485884207
9R363ZXS,0.26430867625683285
BLISM6JE,0.0013761079302848614
CH8S7JK7,0.4987985699784129
EAHDPXEJ,0.8744341888840637
BNUK9PRF,0.43957448611860095
GP2PG6FJ,0.0003235789710462437
WNQCSN8A,0.0022333087876001863
32DN4YVZ,0.37099315766649554
GXAMDANM,0.003296019877766616
MXETLUP4,0.17617450148544503
MPXK6TVE,0.9597753556191683
LBSIME2K,0.1534163417797352
D6ORJTM6,0.0013793658698239798
HGDIBAKA,0.9016838931151395
UUZYL9DZ,0.7669394865141572
AUGE3VWK,0.0010022455426535433
MX7GOX6Q,0.08375957991227652
TQN6K35W,0.06964981292832215
QQDRMQQN,0.6865315133060123
UP6GC6F4,0.022175806623406347
BMHBUVHB,0.6458940796771114
KGLDW86A,0.2167440634109383
FQEOMOP4,0.006415099861663928
DYWM5MEU,0.6993860611401289
DXHGXV8F,0.004048156247985395
AVFBFQKC,0.48717853482954954
DBIDKYMV,0.44916301326416996
KYZHMEBY,0.3156980914606653
SSFEBUGF,0.00031785027330303916
MGJTAG8X,0.7827850899357189
MP6BERDO,0.02129861628763099
GXZ8ED68,0.0015885113882885215
ICTFGWQR,0.9456543027700691
EAYHTRKH,0.0022744692621697233
6FN97QLQ,0.007569017180791074
3H5MZDDW,0.2707753391018197
2DXZZWSN,0.008105309029675357
MM4QIRE5,0.14750583552488755
HJWVYXUA,0.05313796805926462
RBRSJUP3,0.991860948590363
YFRQKGXW,0.8682824622806378
N3SADEBV,0.11780584334119665
G2A2YYXY,0.002016192377689364
XMGA3WT3,0.03464677940504389
KVZQPSGI,0.20560898688064586
UAKARBBG,0.006925544919423998
WYKKL85Z,0.04398571264675421
GHNYYGRR,0.001919021253480512
UBAJANWT,0.000722767631061335
LSARSF7U,0.003864606605806515
4CNSJVVR,0.48441740199914934
JRHJSWYO,0.09750869626594674
FHZ8SVVI,0.09540192955380476
JUIRE47M,0.17108151604528637
GDIVN2GL,0.22458452282316582
WMF3DYE3,0.9928712904299137
MAQEHEWK,0.41545237526331363
2W8DLKFU,0.002294998754014422
AKGRML6H,0.005694288875681058
B7WUUGCY,0.02025606689015034
TLJOYATM,0.5799150627090498
UH6ZDM3W,0.4224781873288185
7IP5SSRR,0.9903808030650009
PV85PMEB,0.792612790052713
FGDOY4NI,0.05608470169769295
7YYIXJQE,0.09224474945679506
BHW42XPW,0.3357090771495324
3PKEEAT4,0.6005858495881279
ACFPZ3LM,0.00027207805046270615
6GORGNYN,0.9110699551527293
AEPQTMJK,0.565535942464775
S6FNZFKK,0.002198557364443612
JTYNEKRQ,0.9700999921551486
GPXDPHHC,0.34606247849062527
O8TMKNNB,0.2808483656277071
XSQVHKYG,0.004116919843406912
MJ3CZRAE,0.004859372448365195
3NSQEYBJ,0.8312291677701114
SXVBASGH,0.0013137411208057233
5ZIGZYSS,0.0799239553695862
FQSHBCUT,0.7302455586979243
MU45XUBP,0.1353316121027823
BVULDPBI,0.05841831769617895
82GRNPFG,0.9841454163628499
KKBNELBF,0.0014141831098285927
HXQGBDGY,0.000685396537090061
28HDZICG,0.8396710503519864
GHBPKPJC,0.0017516814377250504
FDWZFSSC,0.9503637206527521
FWTIWZF3,0.000650983137136283
JYMHVPMY,0.04180402687630653
AHUDO2T6,0.9509802440965561
ACDHABS3,0.5330911752790649
5NTYJJDV,0.29087764843028924
2M4VPY4V,0.27434424572881416
KAHP9XLF,0.10442063331139426
YRLEWZFQ,0.2414039673606563
JZWVLXHJ,0.04094900082966932
JZZSXUKT,0.8121880469776054
93RURE2J,0.7840719150469515
4RNB6FDV,0.5772906922753211
27E7HMMG,0.009015348876543566
2QEFQQWN,0.001452647532963747
DDTCD2XI,0.12532203264680256
VGVEYSEG,0.9794387789289031
WCXVE7RK,0.07890246452551981
RTN4R3UE,0.0014105969155184211
K2PVS4RB,0.00240188818345869
Q36J686Z,0.03496782291541833
NWKHMEOF,0.26525302963786634
PVJYQQGT,0.5015319488176927
GPUMRNWC,0.0002930005028166025
LXHCDSVH,0.5271436536770647
BNIUPSVK,0.2398142797523617
FW3QI3WW,0.10768175365117963
IEEUGXMY,0.10351398567106984
FVVXDLBO,0.001007075728072019
UC2JJB6Y,0.1744436295130093
3WPAHP52,0.8889484338468727
HDTCJJOE,0.9636640224678414
UCSB9GKK,0.05396554817525574
HANBFYTH,0.01351543973651923
FLUU2HNV,0.0008508901531268417
64PIYWDJ,0.030742048859426444
9AHNH8ZX,0.8636240162515086
KLHUI2SE,0.364274924509597
YRHYUJFW,0.9853132796350467
G5RWWH7F,0.16471143027844293
SCBT9BAX,0.0018565365905881264
UGZGLVNB,0.23156437320086679
2RRNUFBV,0.9826465648084028
B6O59TEY,0.9078292497938046
CYHRRYH6,0.19893054265506724
GGYZVHWU,0.18388247127904095
K6AM97RN,0.06678748439272482
ATM5JQYM,0.17547468518547815
7GYZSGWA,0.0007006389663732274
DFWUDQCR,0.40134140402241186
E2Z98CR3,0.7551960938705441
GD9KTSLY,0.0009344280054884344
2AMRA4OD,0.0029966931726918412
CFHZ3ZE6,0.6479631789078615
BOMLVM5K,0.0030159788121291616
OBBEGBSY,0.6153740284384794
