ID,Is_Lead
VBENBARO,0.039433671029677535
CCMEWNKY,0.09319223142551278
VK3KGA9M,0.029171181756933524
TT8RPZVC,0.013427368794698287
SHQZEYTZ,0.013660727553244142
MZZAQMPT,0.25819182977181226
Y88TW36I,0.14329970782533977
3UGOAQNU,0.028021666583559292
VVUKMUJT,0.8279492440420653
9R363ZXS,0.37042743076666523
BLISM6JE,0.028021666583559292
CH8S7JK7,0.4817059421464165
EAHDPXEJ,0.20225146832038157
BNUK9PRF,0.43768839928275927
GP2PG6FJ,0.028038587356389588
WNQCSN8A,0.02149321572803167
32DN4YVZ,0.5440753251200299
GXAMDANM,0.028106557041431904
MXETLUP4,0.2307291929697783
MPXK6TVE,0.3249104927603088
LBSIME2K,0.3403955989478508
D6ORJTM6,0.026803095323229074
HGDIBAKA,0.24217705330182304
UUZYL9DZ,0.652589684939728
AUGE3VWK,0.02684785808389258
MX7GOX6Q,0.10382579203930717
TQN6K35W,0.1060218323190952
QQDRMQQN,0.6050947659843483
UP6GC6F4,0.03650051839245742
BMHBUVHB,0.6491703542847755
KGLDW86A,0.2683554200626283
FQEOMOP4,0.07619844430837382
DYWM5MEU,0.4256142786813278
DXHGXV8F,0.03348028523669213
AVFBFQKC,0.37989828736982223
DBIDKYMV,0.34154105827109793
KYZHMEBY,0.3158166179672415
SSFEBUGF,0.028187639460675054
MGJTAG8X,0.6401746344752359
MP6BERDO,0.09818608719857422
GXZ8ED68,0.02794748982228557
ICTFGWQR,0.8297885779915741
EAYHTRKH,0.014025429532881224
6FN97QLQ,0.05830131696404931
3H5MZDDW,0.4810449741992607
2DXZZWSN,0.02887617222755047
MM4QIRE5,0.11246364917356996
HJWVYXUA,0.1798763796036797
RBRSJUP3,0.26888374863619896
YFRQKGXW,0.5635895989831253
N3SADEBV,0.06834509385768547
G2A2YYXY,0.019091405567198558
XMGA3WT3,0.05336766343520887
KVZQPSGI,0.18524602910741658
UAKARBBG,0.025275227130865368
WYKKL85Z,0.1428307468401455
GHNYYGRR,0.05962566891688319
UBAJANWT,0.028225382586294888
LSARSF7U,0.011469628427413796
4CNSJVVR,0.41360974518632687
JRHJSWYO,0.2771044060590379
FHZ8SVVI,0.15330936879107357
JUIRE47M,0.027444059548295218
GDIVN2GL,0.1125510325302006
WMF3DYE3,0.30468496288987845
MAQEHEWK,0.3728528004019724
2W8DLKFU,0.028355524702410338
AKGRML6H,0.06683321635116701
B7WUUGCY,0.03445780705286087
TLJOYATM,0.5972939170168963
UH6ZDM3W,0.030484579277883214
7IP5SSRR,0.8345169404049896
PV85PMEB,0.6778362018635693
FGDOY4NI,0.10173591212549325
7YYIXJQE,0.07517139118454794
BHW42XPW,0.21723291433188352
3PKEEAT4,0.3841538298319258
ACFPZ3LM,0.028154033141405528
6GORGNYN,0.22495255366859385
AEPQTMJK,0.4799313803511216
S6FNZFKK,0.028036433082764333
JTYNEKRQ,0.8271081026983567
GPXDPHHC,0.11103952546747525
O8TMKNNB,0.16423646507747094
XSQVHKYG,0.029132845418705484
MJ3CZRAE,0.013485732108311665
3NSQEYBJ,0.6281021244798028
SXVBASGH,0.028088211464060212
5ZIGZYSS,0.06124542762914521
FQSHBCUT,0.48392278206055783
MU45XUBP,0.12097341835673231
BVULDPBI,0.08585085680569735
82GRNPFG,0.11332160528755322
KKBNELBF,0.024176512547488455
HXQGBDGY,0.026649476249221035
28HDZICG,0.6900701000176555
GHBPKPJC,0.02860063484017192
FDWZFSSC,0.0905384632708573
FWTIWZF3,0.02822536674232276
JYMHVPMY,0.09681009717721385
AHUDO2T6,0.22409154056607639
ACDHABS3,0.3197566320414047
5NTYJJDV,0.2632633356629727
2M4VPY4V,0.2639724745942412
KAHP9XLF,0.08427094487739459
YRLEWZFQ,0.16996864632864228
JZWVLXHJ,0.15292785455642227
JZZSXUKT,0.5352569043466942
93RURE2J,0.11156437784880474
4RNB6FDV,0.35226223645363874
27E7HMMG,0.05719417629763376
2QEFQQWN,0.026185614368549995
DDTCD2XI,0.12353349748714354
VGVEYSEG,0.19717002284085464
WCXVE7RK,0.1421888410459552
RTN4R3UE,0.023291813951123508
K2PVS4RB,0.025931440585378034
Q36J686Z,0.17618013498048007
NWKHMEOF,0.34142420198337115
PVJYQQGT,0.5466539745246137
GPUMRNWC,0.02854635465451252
LXHCDSVH,0.3621281388022223
BNIUPSVK,0.2185976918767034
FW3QI3WW,0.10845667614960414
IEEUGXMY,0.028065597587986577
FVVXDLBO,0.02813366131621495
UC2JJB6Y,0.10538193555587275
3WPAHP52,0.6167817802857605
HDTCJJOE,0.6762467291642592
UCSB9GKK,0.07582256343296889
HANBFYTH,0.06964234573215493
FLUU2HNV,0.029236742897107412
64PIYWDJ,0.13722067160015997
9AHNH8ZX,0.12771894290689598
KLHUI2SE,0.26032556773598425
YRHYUJFW,0.32969391822935284
G5RWWH7F,0.17354781251238965
SCBT9BAX,0.012099288647717366
UGZGLVNB,0.3696216917922299
2RRNUFBV,0.3741232412841177
B6O59TEY,0.6541262490282556
CYHRRYH6,0.1190280426522103
GGYZVHWU,0.11729536602991604
K6AM97RN,0.079133349586813
ATM5JQYM,0.06835601320141005
7GYZSGWA,0.026649476249221035
DFWUDQCR,0.42451338975057396
E2Z98CR3,0.03240034027299986
GD9KTSLY,0.027444059548295218
2AMRA4OD,0.0594206258418191
CFHZ3ZE6,0.5899526214429335
BOMLVM5K,0.028572315130612518
OBBEGBSY,0.5282421253820541
FJEHOK8W,0.021395424189597334
3GMAEVPJ,0.05770759230830595
WAVDLUTH,0.02684785808389258
6EN8GZX6,0.2196437334558157
VXGA3GKB,0.2711702167939811
U4MZ3U8C,0.6798689893343411
GU4RDP8S,0.10399611301826635
N3TPNHCD,0.049959576637240224
JRRHWQC8,0.7024907364545774
NZ5GBHZK,0.06674935323724532
LCUC2LAJ,0.2773740997784523
DJDSU9D2,0.7438236658932589
647K6DBR,0.050335508436662776
7NFXVESK,0.08984978338878363
EWUWF25N,0.028065597587986577
7QKYPLA8,0.04142104340423359
XQVXWBNO,0.02757341678560795
CNWH4MVA,0.028200631616343494
AFJUJFQD,0.11108620602558418
