ID,Is_Lead
VBENBARO,0.04233421556989916
CCMEWNKY,0.8591284885955529
VK3KGA9M,0.06098477836891317
TT8RPZVC,0.022745951573110487
SHQZEYTZ,0.02291793777720926
MZZAQMPT,0.08684785074874293
Y88TW36I,0.0914126554508421
3UGOAQNU,0.05322337133034465
VVUKMUJT,0.9907123533606328
9R363ZXS,0.14801948747424476
BLISM6JE,0.048505106091471066
CH8S7JK7,0.23614114671127875
EAHDPXEJ,0.8362436194065948
BNUK9PRF,0.32247158477201354
GP2PG6FJ,0.051241697848712485
WNQCSN8A,0.04790518743268455
32DN4YVZ,0.4436283505304819
GXAMDANM,0.053712881020025326
MXETLUP4,0.07671193393770623
MPXK6TVE,0.8425437077923948
LBSIME2K,0.17333985998026238
D6ORJTM6,0.049760107886220074
HGDIBAKA,0.8191396630236164
UUZYL9DZ,0.47653195869418224
AUGE3VWK,0.050492108864865694
MX7GOX6Q,0.09114484427968356
TQN6K35W,0.05912060110269142
QQDRMQQN,0.5049100947724041
UP6GC6F4,0.04688646236904489
BMHBUVHB,0.602343993064124
KGLDW86A,0.15920215118854794
FQEOMOP4,0.11744184844232367
DYWM5MEU,0.16762544971317395
DXHGXV8F,0.056096141528553446
AVFBFQKC,0.16668883182851707
DBIDKYMV,0.1280396797039416
KYZHMEBY,0.24584114831927475
SSFEBUGF,0.053256790994811495
MGJTAG8X,0.4808208198444464
MP6BERDO,0.14620666024862147
GXZ8ED68,0.05138317575503737
ICTFGWQR,0.6424540185976594
EAYHTRKH,0.024323338487117555
6FN97QLQ,0.11166712943256431
3H5MZDDW,0.3602014940568506
2DXZZWSN,0.038227462135111766
MM4QIRE5,0.06557810097216939
HJWVYXUA,0.15542043763099594
RBRSJUP3,0.816670138034839
YFRQKGXW,0.42497548826971426
N3SADEBV,0.07397292947844741
G2A2YYXY,0.03971546199312368
XMGA3WT3,0.05924587073828296
KVZQPSGI,0.18619328027963522
UAKARBBG,0.04676129015445026
WYKKL85Z,0.20163758887617395
GHNYYGRR,0.1014824801132988
UBAJANWT,0.0529815241036777
LSARSF7U,0.016095416732978953
4CNSJVVR,0.23254134486906408
JRHJSWYO,0.2804185277277428
FHZ8SVVI,0.07012810655643309
JUIRE47M,0.8709063757062211
GDIVN2GL,0.05922495162421404
WMF3DYE3,0.8110613125802622
MAQEHEWK,0.1506459887197051
2W8DLKFU,0.05377686952143433
AKGRML6H,0.11392192736358067
B7WUUGCY,0.04725108541224576
TLJOYATM,0.4466650128462133
UH6ZDM3W,0.8737814465077552
7IP5SSRR,0.7734396602938496
PV85PMEB,0.48715093896313705
FGDOY4NI,0.09870673334628445
7YYIXJQE,0.05814682789062209
BHW42XPW,0.051471114069100585
3PKEEAT4,0.29775946701838446
ACFPZ3LM,0.05357406119172231
6GORGNYN,0.8313878124930492
AEPQTMJK,0.24812547631162007
S6FNZFKK,0.0539763408217786
JTYNEKRQ,0.6627416630142486
GPXDPHHC,0.05754469333824437
O8TMKNNB,0.05433031500262012
XSQVHKYG,0.0535842503420512
MJ3CZRAE,0.023532529160716954
3NSQEYBJ,0.4172304889828588
SXVBASGH,0.05090035442626757
5ZIGZYSS,0.07902167651277991
FQSHBCUT,0.3361382657752403
MU45XUBP,0.0533995386027716
BVULDPBI,0.06047134087315232
82GRNPFG,0.8139308135887794
KKBNELBF,0.04485145239070751
HXQGBDGY,0.03737722382339974
28HDZICG,0.5447289855772989
GHBPKPJC,0.05171745961387897
FDWZFSSC,0.8302300820575069
FWTIWZF3,0.05309437459623798
JYMHVPMY,0.04025338704193951
AHUDO2T6,0.8340618418028783
ACDHABS3,0.23623777939758892
5NTYJJDV,0.072845169759626
2M4VPY4V,0.09494271153982102
KAHP9XLF,0.08275827513575848
YRLEWZFQ,0.0991237231932919
JZWVLXHJ,0.16772662304557487
JZZSXUKT,0.2748001811139215
93RURE2J,0.8577726856295248
4RNB6FDV,0.2526508467145837
27E7HMMG,0.08569709725734333
2QEFQQWN,0.046630139216298216
DDTCD2XI,0.08282807315340274
VGVEYSEG,0.8134733311856513
WCXVE7RK,0.0500387384727856
RTN4R3UE,0.04302943298828162
K2PVS4RB,0.0455974482926913
Q36J686Z,0.09463367817701236
NWKHMEOF,0.13434744902286422
PVJYQQGT,0.2787511345235663
GPUMRNWC,0.054146238801356744
LXHCDSVH,0.16919375980762275
BNIUPSVK,0.09657351278620604
FW3QI3WW,0.0778659525977198
