ID,Is_Lead
VBENBARO,0.055506390240798203
CCMEWNKY,0.06518972505571324
VK3KGA9M,0.05587693031268172
TT8RPZVC,0.023301674198906087
SHQZEYTZ,0.023048052828200324
MZZAQMPT,0.08030266791068691
Y88TW36I,0.09390992238951672
3UGOAQNU,0.05402994606034545
VVUKMUJT,0.9880860338539972
9R363ZXS,0.2167410334794115
BLISM6JE,0.05402994606034545
CH8S7JK7,0.2969214286565332
EAHDPXEJ,0.10772492680309899
BNUK9PRF,0.34584038405447737
GP2PG6FJ,0.05402994606034545
WNQCSN8A,0.03915149154634252
32DN4YVZ,0.3434212192015916
GXAMDANM,0.053798233727269065
MXETLUP4,0.0766032729947545
MPXK6TVE,0.25111861406822905
LBSIME2K,0.1964102370352615
D6ORJTM6,0.05146682373397227
HGDIBAKA,0.19751806088223958
UUZYL9DZ,0.5343993849187674
AUGE3VWK,0.051618951462914786
MX7GOX6Q,0.08778222221420143
TQN6K35W,0.056902329481703526
QQDRMQQN,0.447817127501732
UP6GC6F4,0.05677293764935363
BMHBUVHB,0.49802292472720777
KGLDW86A,0.18871365326266495
FQEOMOP4,0.13856898272784482
DYWM5MEU,0.23555767147215376
DXHGXV8F,0.05795179535768421
AVFBFQKC,0.25202757469450865
DBIDKYMV,0.1558202636512872
KYZHMEBY,0.2532281870354424
SSFEBUGF,0.054291170903671505
MGJTAG8X,0.4442026066115915
MP6BERDO,0.1743897009385434
GXZ8ED68,0.054055232010367625
ICTFGWQR,0.7122864622169117
EAYHTRKH,0.023836579075279342
6FN97QLQ,0.1055722449758432
3H5MZDDW,0.30266537603950605
2DXZZWSN,0.037304059773581213
MM4QIRE5,0.07468318604666804
HJWVYXUA,0.22581911002854407
RBRSJUP3,0.08927205162495283
YFRQKGXW,0.3549119474723054
N3SADEBV,0.05337099899727281
G2A2YYXY,0.03505683830099737
XMGA3WT3,0.056835038432018155
KVZQPSGI,0.2193426346871691
UAKARBBG,0.0457755908497948
WYKKL85Z,0.24029724949096698
GHNYYGRR,0.10772020649474896
UBAJANWT,0.05394338109018199
LSARSF7U,0.019777268882938535
4CNSJVVR,0.3347309833951961
JRHJSWYO,0.4040599978984627
