ID,Is_Lead
VBENBARO,0.11686146860670762
CCMEWNKY,0.9269097326619778
VK3KGA9M,0.008287172079555871
TT8RPZVC,0.02329284876805496
SHQZEYTZ,0.010006308022737958
MZZAQMPT,0.19682739524172732
Y88TW36I,0.0922020919550219
3UGOAQNU,0.008259999914404277
VVUKMUJT,0.9302264483388853
9R363ZXS,0.4607631531286128
BLISM6JE,0.010485259359777467
CH8S7JK7,0.508259448451729
EAHDPXEJ,0.8327478523229147
BNUK9PRF,0.41967228203115475
GP2PG6FJ,0.009696206229523519
WNQCSN8A,0.043274527850684315
32DN4YVZ,0.41386241911992744
GXAMDANM,0.010485259359777467
MXETLUP4,0.1553133465286733
MPXK6TVE,0.9023620908850718
LBSIME2K,0.16924310736124154
D6ORJTM6,0.009895855952343232
HGDIBAKA,0.8541505458126782
UUZYL9DZ,0.42106376045220756
AUGE3VWK,0.014737049461641154
MX7GOX6Q,0.1470404271313021
TQN6K35W,0.08446764276369348
QQDRMQQN,0.5466852177261202
UP6GC6F4,0.12290259928827468
BMHBUVHB,0.5466852177261202
KGLDW86A,0.2103055185483048
FQEOMOP4,0.11034097258985698
DYWM5MEU,0.4581078882490568
DXHGXV8F,0.006888583007424667
AVFBFQKC,0.5467207170353894
DBIDKYMV,0.20772359085387007
KYZHMEBY,0.3602944122528264
SSFEBUGF,0.007035553200069635
MGJTAG8X,0.4833861519570922
MP6BERDO,0.07997735122789411
GXZ8ED68,0.013214612211849214
ICTFGWQR,0.8368572493214582
EAYHTRKH,0.014066643471131771
6FN97QLQ,0.05784312516431429
3H5MZDDW,0.5424979995497601
2DXZZWSN,0.025265748007227015
MM4QIRE5,0.14928100453973547
HJWVYXUA,0.06134596903002617
RBRSJUP3,0.9641194678789905
YFRQKGXW,0.5735348405652881
N3SADEBV,0.13023964570753022
G2A2YYXY,0.019654197975553223
XMGA3WT3,0.10599807618376277
KVZQPSGI,0.043274527850684315
UAKARBBG,0.043274527850684315
WYKKL85Z,0.07997735122789411
GHNYYGRR,0.0558840216920427
UBAJANWT,0.013214612211849214
LSARSF7U,0.015939493971108984
4CNSJVVR,0.4609829875082697
JRHJSWYO,0.2102328182958513
FHZ8SVVI,0.09374784713603135
JUIRE47M,0.6064775210324079
GDIVN2GL,0.17985364954606645
WMF3DYE3,0.9276307603999607
MAQEHEWK,0.4595787963857654
2W8DLKFU,0.014792950342430089
